"CAS","Ready_Biodeg","BalabanJ","BertzCT","Chi0","Chi0n","Chi0v","Chi1","Chi1n","Chi1v","Chi2n","Chi2v","Chi3n","Chi3v","Chi4n","Chi4v","EState_VSA1","EState_VSA10","EState_VSA11","EState_VSA2","EState_VSA3","EState_VSA4","EState_VSA5","EState_VSA6","EState_VSA7","EState_VSA8","EState_VSA9","ExactMolWt","FpDensityMorgan1","FpDensityMorgan2","FpDensityMorgan3","FractionCSP3","HallKierAlpha","HeavyAtomCount","HeavyAtomMolWt","Ipc","Kappa1","Kappa2","Kappa3","LabuteASA","MaxAbsEStateIndex","MaxAbsPartialCharge","MaxEStateIndex","MaxPartialCharge","MinAbsEStateIndex","MinAbsPartialCharge","MinEStateIndex","MinPartialCharge","MolLogP","MolMR","MolWt","NHOHCount","NOCount","NumAliphaticCarbocycles","NumAliphaticHeterocycles","NumAliphaticRings","NumAromaticCarbocycles","NumAromaticHeterocycles","NumAromaticRings","NumHAcceptors","NumHDonors","NumHeteroatoms","NumRadicalElectrons","NumRotatableBonds","NumSaturatedCarbocycles","NumSaturatedHeterocycles","NumSaturatedRings","NumValenceElectrons","PEOE_VSA1","PEOE_VSA10","PEOE_VSA11","PEOE_VSA12","PEOE_VSA13","PEOE_VSA14","PEOE_VSA2","PEOE_VSA3","PEOE_VSA4","PEOE_VSA5","PEOE_VSA6","PEOE_VSA7","PEOE_VSA8","PEOE_VSA9","RingCount","SMR_VSA1","SMR_VSA10","SMR_VSA2","SMR_VSA3","SMR_VSA4","SMR_VSA5","SMR_VSA6","SMR_VSA7","SMR_VSA8","SMR_VSA9","SlogP_VSA1","SlogP_VSA10","SlogP_VSA11","SlogP_VSA12","SlogP_VSA2","SlogP_VSA3","SlogP_VSA4","SlogP_VSA5","SlogP_VSA6","SlogP_VSA7","SlogP_VSA8","SlogP_VSA9","TPSA","VSA_EState1","VSA_EState10","VSA_EState2","VSA_EState3","VSA_EState4","VSA_EState5","VSA_EState6","VSA_EState7","VSA_EState8","VSA_EState9","qed"
"99-93-4","RB",3.00340068457982,235.939433380884,7.56047793231507,5.66486296272233,5.66486296272233,4.69837730275766,2.99909814802783,2.99909814802783,2.10306024218987,2.10306024218987,1.27383097608564,1.27383097608564,0.696138181834957,0.696138181834957,0,4.79453718407182,0,11.5327567796488,5.563451491697,0,19.0564713366138,12.1327341369232,0,0,5.10652739484071,136.052429496,1.3,1.8,2.2,0.125,-1.31,10,128.086,180.912514675373,6.8050747986191,2.51854406060176,1.34501586290279,59.1170432005299,10.6750377928949,0.507966216324874,10.6750377928949,0.159303049392284,0.0138888888888893,0.159303049392284,0.0138888888888893,-0.507966216324874,1.5948,38.1113,136.15,1,2,0,0,0,1,0,1,2,1,2,0,1,0,0,0,52,5.10652739484071,5.74951183328391,5.78324494636494,0,0,0,4.79453718407182,0,0,0,0,31.1892054735371,5.563451491697,0,1,9.90106457891253,5.78324494636494,0,0,0,6.92373719969062,0,29.8289197655434,0,5.74951183328391,0,0,5.74951183328391,0,10.8897723412056,0,0,17.2817258754594,24.2654682738464,0,0,0,37.3,0,0,0,0,0,0,0,0,0,28,0.59510833200074
"99-94-5","RB",3.00340068457982,235.939433380884,7.56047793231507,5.66486296272232,5.66486296272232,4.69837730275766,2.99909814802783,2.99909814802783,2.17117796819292,2.17117796819292,1.29851742119776,1.29851742119776,0.696138181834957,0.696138181834957,5.96930528795185,4.79453718407182,0,0,5.563451491697,5.563451491697,0,24.2654682738464,6.92373719969062,0,5.10652739484071,136.052429496,1.3,1.8,2.2,0.125,-1.31,10,128.086,180.912514675373,6.8050747986191,2.51854406060176,1.34501586290279,59.1170432005299,10.3122260015117,0.477639248714489,10.3122260015117,0.335178571689015,0.338518518518519,0.335178571689015,-0.875,-0.477639248714489,1.69322,38.1383,136.15,1,2,0,0,0,1,0,1,1,1,2,0,1,0,0,0,52,5.10652739484071,0,0,0,0,5.96930528795185,0,4.79453718407182,0,0,17.6961856286202,19.0564713366138,0,5.563451491697,1,9.90106457891253,5.96930528795185,0,0,0,6.92373719969062,0,35.3923712572404,0,0,0,0,0,0,11.0758326827926,0,6.92373719969062,15.9214401674658,24.2654682738464,0,0,0,37.3,0,0,0,0,0,0,0,0,0,28,0.637459639070027
"99-96-7","RB",3.00340068457982,237.533061424317,7.56047793231507,5.11207655822228,5.11207655822228,4.69837730275766,2.72270494577781,2.72270494577781,1.85202658875046,1.85202658875046,1.11425528636441,1.11425528636441,0.604007114418283,0.604007114418283,5.96930528795185,4.79453718407182,0,11.3129633249809,0,0,24.2654682738464,0,0,0,10.2130547896814,138.031694052,1.2,1.7,2.1,0,-1.51,10,132.074,180.912514675373,6.60778563015312,2.38963270744379,1.25390463852267,57.5463348383294,10.2305933484505,0.507966178790397,10.2305933484505,0.335182859636364,0.0740740740740744,0.335182859636364,-0.986111111111111,-0.507966178790397,1.0904,35.0661,138.122,2,3,0,0,0,1,0,1,2,2,3,0,1,0,0,0,52,10.2130547896814,5.74951183328391,0,0,0,5.96930528795185,0,4.79453718407182,0,0,0,24.2654682738464,0,5.563451491697,1,15.0075919737532,5.96930528795185,0,0,0,0,0,29.8289197655434,0,5.74951183328391,0,0,5.74951183328391,0,16.1823600776333,0,0,10.3579886757688,24.2654682738464,0,0,0,57.53,0,0,0,0,0,0,0,0,0,32,0.610258505858027
"100-00-5","NRB",3.00340068457982,244.429658376557,7.56047793231507,4.95107572619542,5.70700467221387,4.69837730275766,2.59910461097062,2.97706908397985,1.7335265650682,2.16996234554019,1.03744471297404,1.28942102831352,0.562807002815888,0.68879516048563,4.92331104881767,10.1143182687656,0,5.68738627468356,5.02263331374133,0,24.2654682738464,0,0,0,11.6009398902325,156.993056048,1.3,1.8,2.2,0,-1.09,10,153.524,180.912514675373,7.02223344556678,2.66261917501891,1.44810657228348,62.3876450688784,10.0746976568405,0.269027426993011,10.0746976568405,0.269027426993011,0.0596296296296301,0.258309626939414,-0.461975308641975,-0.258309626939414,2.2482,38.1064,157.556,0,3,0,0,0,1,0,1,2,0,4,0,1,0,0,0,52,0,0,0,0,5.68738627468356,0,10.1143182687656,0,0,0,11.6009398902325,12.1327341369232,17.1553674506645,4.92331104881767,1,4.92331104881767,17.2883261649161,0,0,0,0,0,39.4024198563533,0,0,0,5.68738627468356,0,11.6009398902325,4.92331104881767,0,10.1143182687656,0,24.2654682738464,5.02263331374133,0,0,43.14,0,5.49375283446712,0,0,0,0,0,0,0,25.9506916099773,0.463602103141989
"100-01-6","NRB",3.00340068457982,242.429658376557,7.56047793231507,5.15046152237581,5.15046152237581,4.69837730275766,2.69879750906082,2.69879750906082,1.84864200816554,1.84864200816554,1.10390664503417,1.10390664503417,0.596037968845954,0.596037968845954,4.92331104881767,10.1143182687656,0,5.68738627468356,5.68738627468356,0,24.2654682738464,0,0,0,5.73366747716218,138.042927432,1.3,1.8,2.2,0,-1.58,10,132.078,180.912514675373,6.5387648456057,2.34499409583457,1.22261694166336,57.4242695390095,10.0769652305367,0.398722082900581,10.0769652305367,0.269074800430289,0.0640740740740744,0.269074800430289,-0.458888888888889,-0.398722082900581,1.177,37.5088,138.126,2,4,0,0,0,1,0,1,3,1,4,0,1,0,0,0,52,5.73366747716218,0,0,0,5.68738627468356,0,10.1143182687656,0,0,0,0,12.1327341369232,17.8201204116068,4.92331104881767,1,4.92331104881767,11.3747725493671,0,0,0,0,5.73366747716218,34.379786542612,0,0,5.73366747716218,11.3747725493671,0,0,4.92331104881767,0,10.1143182687656,0,24.2654682738464,0,0,0,69.16,0,0,0,0,0,0,0,0,0,31.3333333333333,0.359543609007091
"100-02-7","NRB",3.00340068457982,241.674770874393,7.56047793231507,5.02032484868615,5.02032484868615,4.69837730275766,2.63372917221599,2.63372917221599,1.77350756457937,1.77350756457937,1.06052775380428,1.06052775380428,0.574348523231009,0.574348523231009,4.92331104881767,10.1143182687656,0,11.4368981079675,0,0,24.2654682738464,0,0,0,5.10652739484071,139.02694302,1.3,1.8,2.2,0,-1.58,10,134.07,180.912514675373,6.5387648456057,2.34499409583457,1.22261694166336,56.8786125941928,10.036148904006,0.507958164790961,10.036148904006,0.269194956016165,0.0159259259259255,0.269194956016165,-0.514444444444444,-0.507958164790961,1.3004,34.7612,139.11,1,4,0,0,0,1,0,1,3,1,4,0,1,0,0,0,52,5.10652739484071,5.74951183328391,0,0,5.68738627468356,0,10.1143182687656,0,0,0,0,12.1327341369232,12.1327341369232,4.92331104881767,1,10.0298384436584,5.68738627468356,0,0,0,0,0,34.379786542612,0,5.74951183328391,0,5.68738627468356,5.74951183328391,0,10.0298384436584,0,10.1143182687656,0,24.2654682738464,0,0,0,63.37,0,0,0,0,0,0,0,0,0,33.3333333333333,0.470728211583425
"100-17-4","NRB",2.9138015626758,254.893125627324,8.26758471350162,5.98135954365005,5.98135954365005,5.23638210521845,3.0224948101618,3.0224948101618,1.95513508045966,1.95513508045966,1.28324157918777,1.28324157918777,0.703937069212948,0.703937069212948,4.92331104881767,10.1143182687656,0,5.68738627468356,5.74951183328391,0,19.2425316782008,12.1327341369232,0,0,4.73686295380005,153.042593084,1.36363636363636,1.90909090909091,2.27272727272727,0.142857142857143,-1.58,11,146.081,335.479389787025,7.52615711252654,3.00522304423026,1.66898190023488,63.5628661859003,10.1652943121693,0.496759734752002,10.1652943121693,0.269195205315049,0.0748148148148149,0.269195205315049,-0.445,-0.496759734752002,1.6034,39.6484,153.137,0,4,0,0,0,1,0,1,3,0,4,0,2,0,0,0,58,4.73686295380005,5.74951183328391,0,0,5.68738627468356,0,10.1143182687656,0,0,0,0,12.1327341369232,12.1327341369232,12.0331085900952,1,9.66017400261772,5.68738627468356,0,0,0,0,7.10979754127753,34.379786542612,0,5.74951183328391,4.73686295380005,5.68738627468356,5.74951183328391,0,12.0331085900952,0,10.1143182687656,0,24.2654682738464,0,0,0,52.37,0,0,0,0,0,0,0,0,0,32.8333333333333,0.47862289599684
"100-18-5","NRB",2.85562462216082,201.72015243201,9.13782820150469,8.46410161513776,8.46410161513776,5.60906090528062,4.70811855099405,4.70811855099405,3.97606774342517,3.97606774342517,2.2698003589195,2.2698003589195,1.26581164949036,1.26581164949036,0,0,0,0,11.8358120923228,0,11.126902983394,0,0,51.9604170726089,0,162.140850576,0.666666666666667,0.916666666666667,1.08333333333333,0.5,-0.78,12,144.132,473.955341085275,9.30912655971479,3.75045045853975,2.10091393606818,75.6210558058766,2.23611111111111,0.0586822614902426,2.23611111111111,-0.0218820474765117,0.64464096749811,0.0218820474765117,0.64464096749811,-0.0586822614902426,3.9334,54.62,162.276,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,66,0,0,0,0,0,0,0,0,0,0,51.9604170726089,22.9627150757168,0,0,1,0,0,0,0,0,39.5307608910853,0,35.3923712572404,0,0,0,0,0,0,0,0,0,50.6576638744793,24.2654682738464,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.617702919519743
"100-21-0","RB",3.00614983372955,279.334674659164,9.13782820150469,6.02032484868615,6.02032484868615,5.60906090528062,3.17682909100974,3.17682909100974,2.18765539800659,2.18765539800659,1.37880132960243,1.37880132960243,0.755381829495594,0.755381829495594,11.9386105759037,9.58907436814364,0,11.126902983394,0,0,24.2654682738464,0,0,0,10.2130547896814,166.026608672,0.833333333333333,1.08333333333333,1.25,0,-1.84,12,160.084,473.955341085275,8.25842519685039,3.0419304797472,1.6018929516714,68.0727990527697,10.3346537226002,0.477639246419649,10.3346537226002,0.335179027963854,0.0833333333333335,0.335179027963854,-1.06301965230537,-0.477639246419649,1.083,40.3606,166.132,2,4,0,0,0,1,0,1,2,2,4,0,2,0,0,0,62,10.2130547896814,0,0,0,0,11.9386105759037,0,9.58907436814364,0,0,0,24.2654682738464,0,11.126902983394,1,19.8021291578251,11.9386105759037,0,0,0,0,0,35.3923712572404,0,0,0,0,0,0,22.1516653655851,0,0,20.7159773515376,24.2654682738464,0,0,0,74.6,0,0,0,0,0,0,0,0,0,40.6666666666667,0.688908808436835
"100-40-3","NRB",2.37141579550084,100.605937817613,5.81999095630891,5.13782820150469,5.13782820150469,3.93185165257814,3.20790811898598,3.20790811898598,2.28023896615753,2.28023896615753,1.64295633887451,1.64295633887451,1.03109716524756,1.03109716524756,0,0,0,0,0,5.91790604616139,19.262464868778,0,0,24.8069960041001,0,108.093900384,1.5,2.375,2.75,0.5,-0.52,8,96.088,91.3675772791874,5.61368983957219,2.70610359558562,1.22382666595453,50.9088086107081,3.75046296296296,0.102792108388572,3.75046296296296,-0.01986527814081,0.763888888888889,0.01986527814081,0.763888888888889,-0.102792108388572,2.5287,36.678,108.184,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,0,0,6.5789356835985,18.2280603205016,25.1803709149394,0,0,1,0,0,0,0,5.91790604616139,19.262464868778,0,24.8069960041001,0,0,0,0,0,0,0,0,5.91790604616139,19.262464868778,24.8069960041001,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8333333333333,0.452661715799562
"100-42-5","RB",2.99104691468462,162.653001421162,5.81999095630891,4.6712083963243,4.6712083963243,3.93185165257814,2.60760702758164,2.60760702758164,1.61480774775489,1.61480774775489,1.03527475180736,1.03527475180736,0.589121682286802,0.589121682286802,0,0,0,0,0,0,5.563451491697,0,36.4078554491419,6.5789356835985,0,104.062600256,1.125,1.75,2.125,0,-1.04,8,96.088,91.3675772791874,5.10367816091954,2.31410721951466,0.968848852040816,49.4716843161059,3.63092592592593,0.0984700500401651,3.63092592592593,-0.0262557893778425,1.17361111111111,0.0262557893778425,1.17361111111111,-0.0984700500401651,2.3296,36.533,104.152,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,40,0,0,0,0,0,0,0,0,0,0,42.9867911327404,5.563451491697,0,0,1,0,6.07602010683388,0,0,0,0,0,42.4742225176035,0,0,0,0,0,0,0,0,0,5.563451491697,36.9107710259065,0,6.07602010683388,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0.512605937670075
"100-43-6","NRB",2.99104691468462,167.001516966759,5.81999095630891,4.54107172263463,4.54107172263463,3.93185165257814,2.45733814040929,2.45733814040929,1.48467107406522,1.48467107406522,0.941806231520027,0.941806231520027,0.499527608290666,0.499527608290666,0,0,0,0,0,5.563451491697,0,18.46970725006,12.1327341369232,11.5629142045457,0,105.057849224,1.375,2,2.375,0,-1.11,8,98.084,91.3675772791874,5.03513788098694,2.26245008602119,0.936277398677246,48.6913322970524,3.84555555555556,0.264692654166578,3.84555555555556,0.0273254787763495,1.11111111111111,0.0273254787763495,1.11111111111111,-0.264692654166578,1.7246,34.328,105.14,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,40,0,0,0,0,0,0,4.98397852094721,0,0,0,12.6549557904324,17.6961856286202,12.3936871432262,0,1,0,6.07602010683388,0,4.98397852094721,0,0,0,36.6688084554449,0,0,0,0,0,0,4.98397852094721,0,0,5.563451491697,31.1053569637479,0,6.07602010683388,0,12.89,0,0,0,0,0,0,0,0,0,17.6666666666667,0.529593333756904
"100-46-9","RB",2.83208583500709,145.732814450335,5.81999095630891,4.6712083963243,4.6712083963243,3.93185165257814,2.6724852835801,2.6724852835801,1.68972270488542,1.68972270488542,1.078526922473,1.078526922473,0.614093334663645,0.614093334663645,0,0,0,0,6.54475640591258,0,5.563451491697,0,30.3318353423081,0,5.73366747716218,107.073499288,1.125,1.75,2.125,0.142857142857143,-0.82,8,98.084,91.3675772791874,5.31927576601671,2.47822872890526,1.07398189680133,49.1362359309063,5.34981481481482,0.326497506617827,5.34981481481482,0.017760762946754,0.639722222222222,0.017760762946754,0.639722222222222,-0.326497506617827,1.1453,34.3334,107.156,2,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,42,5.73366747716218,0,0,0,0,0,0,0,0,0,30.3318353423081,5.563451491697,6.54475640591258,0,1,0,0,0,0,5.73366747716218,6.54475640591258,0,35.895286834005,0,0,5.73366747716218,0,0,0,0,6.54475640591258,0,5.563451491697,30.3318353423081,0,0,0,26.02,0,0,0,0,0,0,0,0,0,17.1666666666667,0.57194317475612
"100-47-0","RB",3.0493889081619,195.376852586953,5.81999095630891,4.33396494144809,4.33396494144809,3.93185165257814,2.38429040027294,2.38429040027294,1.47782880265943,1.47782880265943,0.90288851322222,0.90288851322222,0.512688451802667,0.512688451802667,0,0,0,0,5.563451491697,0,0,12.1327341369232,24.2683225181771,0,5.26189155473849,103.04219916,1.125,1.75,2.125,0,-1.29,8,98.084,91.3675772791874,4.85903129657228,2.13092991566867,0.854540039359855,48.1889249153623,8.28759259259259,0.192437051434375,8.28759259259259,0.0991088368244063,0.715277777777778,0.0991088368244063,0.715277777777778,-0.192437051434375,1.55828,31.157,103.124,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,38,0,0,0,0,0,0,0,0,5.26189155473849,0,18.1991012053848,12.1327341369232,0,11.6326728044893,1,0,0,5.26189155473849,0,0,0,0,35.895286834005,0,6.06922131279227,0,0,0,0,0,0,11.3311128675308,5.563451491697,30.3318353423081,0,0,0,23.79,0,0,0,0,0,0,0,0,0,20.1666666666667,0.488444570374637
"100-51-6","RB",2.83208583500709,145.732814450335,5.81999095630891,4.54107172263463,4.54107172263463,3.93185165257814,2.58046475913307,2.58046475913307,1.64371244266191,1.64371244266191,1.02539884791254,1.02539884791254,0.583419826514637,0.583419826514637,0,0,0,6.60688196451292,0,5.563451491697,0,0,30.3318353423081,0,5.10652739484071,108.057514876,1.125,1.75,2.125,0.142857142857143,-0.82,8,100.076,91.3675772791874,5.31927576601671,2.47822872890526,1.07398189680133,48.5905789860896,8.53759259259259,0.391680468428201,8.53759259259259,0.0681369397217478,0.139722222222222,0.0681369397217478,0.139722222222222,-0.391680468428201,1.1789,32.3648,108.14,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,42,5.10652739484071,0,0,0,0,0,0,0,0,0,30.3318353423081,5.563451491697,0,6.60688196451292,1,5.10652739484071,0,0,0,0,6.60688196451292,0,35.895286834005,0,0,0,0,0,0,5.10652739484071,6.60688196451292,0,5.563451491697,30.3318353423081,0,0,0,20.23,0,0,0,0,0,0,0,0,0,19.1666666666667,0.572343611928752
"100-61-8","NRB",2.83208583500709,145.732814450335,5.81999095630891,4.88675134594813,4.88675134594813,3.93185165257814,2.66068360252296,2.66068360252296,1.61602540378444,1.61602540378444,1.06246420294345,1.06246420294345,0.604819519219341,0.604819519219341,0,0,0,0,0,5.68738627468356,0,0,37.3795073249852,5.31678860400633,0,107.073499288,1.125,1.75,2.125,0.142857142857143,-0.98,8,98.084,91.3675772791874,5.16245014245014,2.35860485942252,0.997109257083298,49.3462074175016,3.02694444444444,0.388122069353871,3.02694444444444,0.0337042914585278,1.15972222222222,0.0337042914585278,1.15972222222222,-0.388122069353871,1.7283,35.9887,107.156,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,42,5.31678860400633,0,0,0,0,0,0,0,0,0,18.1991012053848,12.1327341369232,12.7350582573608,0,1,0,5.68738627468356,0,0,0,0,12.3644605866835,30.3318353423081,0,0,5.31678860400633,5.68738627468356,0,0,7.04767198267719,0,0,0,30.3318353423081,0,0,0,12.03,0,0,0,0,0,0,0,0,0,16.1666666666667,0.575903193973561
"100-66-3","RB",2.83208583500709,145.732814450335,5.81999095630891,4.79499963641199,4.79499963641199,3.93185165257814,2.52305603821875,2.52305603821875,1.51717667481707,1.51717667481707,0.978907425565443,0.978907425565443,0.556577991307529,0.556577991307529,0,0,0,0,0,5.74951183328391,0,7.10979754127753,30.3318353423081,0,4.73686295380005,108.057514876,1.125,1.75,2.125,0.142857142857143,-0.98,8,100.076,91.3675772791874,5.16245014245014,2.35860485942252,0.997109257083298,48.9098904634005,4.91416666666667,0.496768568613477,4.91416666666667,0.118357715137022,0.909722222222222,0.118357715137022,0.909722222222222,-0.496768568613477,1.6952,32.994,108.14,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,42,4.73686295380005,5.74951183328391,0,0,0,0,0,0,0,0,18.1991012053848,12.1327341369232,0,7.10979754127753,1,4.73686295380005,0,0,0,0,0,7.10979754127753,30.3318353423081,0,5.74951183328391,4.73686295380005,0,5.74951183328391,0,7.10979754127753,0,0,0,30.3318353423081,0,0,0,9.23,0,0,0,0,0,0,0,0,0,17.1666666666667,0.531625315412767
"100-69-6","NRB",2.99104691468462,167.001516966759,5.81999095630891,4.54107172263463,4.54107172263463,3.93185165257814,2.46740424715063,2.46740424715063,1.45872719114574,1.45872719114574,0.896908117538631,0.896908117538631,0.496713261480524,0.496713261480524,0,0,0,0,0,5.69392799484846,0,12.272863678447,18.1991012053848,11.5629142045457,0,105.057849224,1.5,2.375,2.75,0,-1.11,8,98.084,91.3675772791874,5.03513788098694,2.26245008602119,0.936277398677246,48.6913322970524,3.97916666666667,0.256922236757493,3.97916666666667,0.0623223768261162,0.923611111111111,0.0623223768261162,0.923611111111111,-0.256922236757493,1.7246,34.328,105.14,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,40,0,0,0,0,0,0,4.98397852094721,0,0,0,12.6453027520601,18.2087542437571,6.19684357161308,5.69392799484846,1,0,6.07602010683388,0,4.98397852094721,0,0,0,36.6688084554449,0,0,0,0,0,0,4.98397852094721,0,0,5.69392799484846,30.9748804605964,0,6.07602010683388,0,12.89,0,0,0,0,0,0,0,0,0,17.6666666666667,0.529593333756904
"101-14-4","NRB",2.24918229304757,503.610880418184,12.4138490834436,9.08183788072201,10.5936957727589,8.0585506480638,5.13848926681057,5.89441821282903,3.88850727467755,4.70290752815877,2.53797261153579,3.19262628224377,1.59690201146684,2.00318167676841,0,0,0,0,21.4200391768498,17.54772460632,0,12.1327341369232,24.2654682738464,0,34.6692147347894,266.037753744,0.764705882352941,1.17647058823529,1.52941176470588,0.0769230769230769,-1.38,17,255.063,7032.27930007974,12.0868667938097,4.8611811055801,2.8426724700783,110.139753287746,5.96548964544666,0.397522688580338,5.96548964544666,0.0637774057626141,0.573186990845721,0.0637774057626141,0.573186990845721,-0.397522688580338,3.7486,74.5348,267.159,4,2,0,0,0,2,0,2,2,2,4,0,2,0,0,0,88,11.4673349543244,0,0,0,0,0,0,0,0,0,35.3346139173883,41.8131928801664,0,21.4200391768498,2,0,34.5766523298322,0,0,0,6.42082162292601,11.4673349543244,57.5703720216463,0,0,11.4673349543244,11.3747725493671,0,23.201879780465,0,6.42082162292601,0,11.126902983394,36.3982024107697,10.0452666274827,0,0,52.04,0,11.9309792908933,0,0,0,0,0,0,0,27.7912429313289,0.81398451188422
"101-21-3","RB",2.55992567396693,325.652966410215,10.5520417638778,8.08121239988508,8.83714134590354,6.57538740046941,4.30900053078916,4.68696500379839,3.08941074726843,3.52584652774042,1.41375750234256,1.6488546051303,0.927625460310634,1.11791330844983,6.09324007093841,4.79453718407182,0,6.1039663877483,10.7100195884249,0,0,38.1129426732277,0,5.31678860400633,16.3378028440326,213.055656304,1.5,2.21428571428571,2.78571428571429,0.3,-1.22,14,201.568,1087.97016178286,10.8582472613459,4.86182026108043,3.66195124168763,88.0193673171238,11.1577569916856,0.446591942781019,11.1577569916856,0.411370984862655,0.130385015117159,0.411370984862655,-0.470123456790123,-0.446591942781019,3.2969,56.6917,213.664,1,3,0,0,0,1,0,1,2,1,4,0,2,0,0,0,76,4.73686295380005,0,0,0,0,6.09324007093841,5.31678860400633,4.79453718407182,0,0,17.6673069586941,32.0465756047661,10.7100195884249,6.1039663877483,1,9.53140013787187,23.3815662358545,0,0,0,19.9514407871295,5.31678860400633,29.2881015875878,0,0,5.31678860400633,10.4819234587554,0,11.6009398902325,12.1972064586867,4.73686295380005,0,13.8474743993812,24.2654682738464,5.02263331374133,0,0,38.33,0,5.74191408765152,0,0,0,0,0,0,0,29.7025303567929,0.818819203785518
"101-25-7","RB",2.00472892405337,189.070150835693,9.25914854506434,7.03531205986021,7.03531205986021,6.31319304793945,3.92742603183849,3.92742603183849,3.22494590432116,3.22494590432116,2.08392232048932,2.08392232048932,1.66734944612265,1.66734944612265,0,9.81413048797656,0,0,26.6747647555966,6.66869118889914,10.0178250479091,0,9.79981946170096,10.5717694419254,0,186.08652356,0.692307692307692,1.07692307692308,1.38461538461538,1,-1.28,13,176.095,1222.97055610502,8.32420869427633,3.22552104724101,1.57910533624281,74.5564278681019,10.2659297052154,0.25180525284977,10.2659297052154,0.0951564145108191,0.464305555555556,0.0951564145108191,0.464305555555556,-0.25180525284977,-0.6281,43.281,186.175,0,8,0,2,2,0,0,0,6,0,8,0,2,0,2,2,72,0,0,0,0,0,0,9.79981946170096,10.0178250479091,0,9.81413048797656,0,0,0,43.9152253864211,2,0,0,0,19.81764450961,10.5717694419254,0,33.3434559444957,9.81413048797656,0,0,0,0,0,0,53.1611004541057,0,9.81413048797656,0,10.5717694419254,0,0,0,71.82,0,0,0,0,0,0,0,0,0,35.5,0.534618605428108
"101-42-8","RB",2.58978297960178,256.490862276717,8.97469149468816,7.24221323191195,7.24221323191195,5.69837730275766,3.73284173650479,3.73284173650479,2.69060515919284,2.69060515919284,1.43124035497656,1.43124035497656,0.756764872296666,0.756764872296666,0,4.79453718407182,0,6.03111451233807,0,5.68738627468356,4.89990973085048,14.0953439653544,30.3318353423081,5.31678860400633,0,164.094963004,1.25,1.83333333333333,2.33333333333333,0.222222222222222,-1.51,12,152.112,526.605418861369,8.58532888465205,3.75887335483385,2.26847791080305,71.997447416542,11.1270408163265,0.330653043477144,11.1270408163265,0.320816637595379,0.11,0.320816637595379,-0.11,-0.330653043477144,1.7801,49.1477,164.208,1,3,0,0,0,1,0,1,1,1,3,0,1,0,0,0,64,10.2166983348568,0,0,0,0,6.03111451233807,0,4.79453718407182,0,0,18.1991012053848,12.1327341369232,19.7827302400379,0,1,4.79453718407182,11.7185007870216,0,4.89990973085048,0,0,19.4121325693607,30.3318353423081,0,0,5.31678860400633,10.4819234587554,0,0,25.0263682085429,0,0,0,30.3318353423081,0,0,0,32.34,0,0,0,0,0,0,0,0,0,28.8333333333333,0.673780038104814
"101-53-1","NRB",2.15511085123429,389.340556576089,9.80311861943436,7.85047279939314,7.85047279939314,6.84333659290053,4.6627643865054,4.6627643865054,3.32882243516115,3.32882243516115,2.18741325756327,2.18741325756327,1.44536302225546,1.44536302225546,0,0,0,0,5.74951183328391,6.42082162292601,11.126902983394,12.1327341369232,30.3318353423081,12.1327341369232,5.10652739484071,184.088815004,0.714285714285714,1.28571428571429,1.92857142857143,0.0769230769230769,-1.76,14,172.142,2284.86460890188,8.82141126860835,3.96544290782242,2.13413988657845,83.6476731921536,9.12275636180398,0.507966642130554,9.12275636180398,0.11509522304449,0.321121924078274,0.11509522304449,0.321121924078274,-0.507966642130554,2.983,57.3548,184.238,1,1,0,0,0,2,0,2,1,1,1,0,2,0,0,0,70,5.10652739484071,5.74951183328391,0,0,0,0,0,0,0,0,42.4645694792313,29.6804587432432,0,0,2,5.10652739484071,0,0,0,0,6.42082162292601,0,65.7242065995485,0,5.74951183328391,0,0,5.74951183328391,0,5.10652739484071,6.42082162292601,0,11.126902983394,54.5973036161545,0,0,0,20.23,0,0,0,0,0,0,0,0,0,30.5,0.760304529921955
